"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SITE_DESC", 
"US-MRM", "30533", "GRP_SITE_DESC", "mitigated brackish tidal wetland, replanted with Spartina alterniflora", 
"US-MtB", "87254", "GRP_SITE_DESC", "Western slope of Mt. Bigelow; 29 km NE of Tucson, AZ, USA; Mixed evergreen conifer forest; Average canopy height = 10 m; Summer monsoon; 30-m tower installed in 2002; Secondary forest re-established in the 1930s", 
"US-Myb", "11204", "GRP_SITE_DESC", "The Mayberry Wetland site is a 300-acre restored wetland on Sherman Island, north of Mayberry Slough, that is on the property of Mayberry Farms and managed by the California Department of Water Resources and Ducks Unlimited. During Summer 2010, the site was restored from a pepperweed and annual grassland pasture to a wetland through a project managed by Bryan Brock (bpbrock@water.ca.gov). A flux tower equipped to analyze energy, H2O, CO2, and CH4 fluxes was installed on October 14, 2010. At the time of installation, flooding of the site had only recently begun after extensive reconstruction of the wetland bathymetry conducted during the summer. Although some small patches of tules remain within the site, the site is a patchwork of deep and shallow open water with some remaining vegetation. Currently, there is an intention to flood-to-kill the current pepperweed and upland grasses and let the wetland plants propagate naturally, so no additional plant manipulation will occur.", 
"US-NC1", "12831", "GRP_SITE_DESC", "The North Carolina Clearcut site is located in a pine plantation amongst the mixed forests of the North Carolina lower coastal plain. Owned by the Weyerhaeuser Company, the plantation is managed for the purpose of commercial logging. In 2004, 70 ha of 75 year old native hardwoods was harvested. Following the clearcut, the stand was bedded and planted with loblolly pine seedlings. The only significant natural disturbances during the measurement period was a severe drought that lasted from summer of 2007 through 2008. Consequently, the 2007 total amount of precipitation was 486 mm below the 30-year norm.", 
"US-NC2", "12860", "GRP_SITE_DESC", "The North Carolina Loblolly Pine site is located in a pine plantation amongst the mixed forests of the North Carolina lower coastal plain. During the late 19th and early 20th centuries the region was logged extensively. After a series of clearcuts, the land was transformed for agricultural practices. In 1967 and 1969, 4000 ha was sold to the Weyerhauser company for agriculture, preservation, and commercial logging of loblolly pines in a series of plantations. The fifth rotation stand surrounding the tower was established in 1992. The only significant natural disturbances during the measurement period was a severe drought that spanned the entire duration of the 2007 growing season. Consequently, the 2007 total amount of precipitation was 486 mm below the 30-year norm. In the same year, the plantation was thinned and fertilized. The stand was thinned in Oct 2009. The eastern half of the site was fertilized in January 2011, and the entire site was fertilized in October 2012.", 
"US-NC3", "12888", "GRP_SITE_DESC", "The North Carolina Clearcut site #3 was set up to complement NC2, and continue in place of NC1. The previous rotation of loblolly  pine was harvested in the spring of 2012, the site was prepared and replanted with 2-yr old seedlings in the winter of 2012/2013.", 
"US-NC4", "12911", "GRP_SITE_DESC", "The North Carolina Alligator River site was established to provide core measurements for understanding carbon cycling in natural coastal forested wetlands. It serves as a reference for NC1, NC2 and NC3, representing an ecosystem type that dominated the area prior to European settlement.", 
"US-Ne1", "7899", "GRP_SITE_DESC", "The study site is one of three fields (all located within 1.6 km of each other) at the University of Nebraska Agricultural Research and Development Center near Mead, Nebraska. This site is irrigated with a center pivot system. Prior to the initiation of the study, the irrigated site had a 10-yr history of maize-soybean rotation under no-till. A tillage operation (disking) was done just prior to the 2001 planting to homogenize the top 0.1 m of soil, incorporate P and K fertilizers, as well as previously accumulated surface residues. Since the tillage operation, the site has been under no-till management until the harvest of 2005. Following harvest, a conservation-plow tillage operation was initiated where a small amount of N fertilizer is sprayed on the residue immediately prior to the plow operation. Approximately 1/3 of the crop residue is left on the surface. The post-harvest conservation-plow operation continues as the current practice.", 
"US-Ne2", "2790", "GRP_SITE_DESC", "The study site is one of three fields (all located within 1.6 km of each other) at the University of Nebraska Agricultural Research and Development Center near Mead, Nebraska. This site is irrigated with a center pivot system. Prior to the initiation of the study, the irrigated site had a 10-yr history of maize-soybean rotation under no-till. A tillage operation (disking) was done just prior to the 2001 planting to homogenize the top 0.1 m of soil, incorporate P and K fertilizers, as well as previously accumulated surface residues. Since this tillage operation, the site has been under no-till management.", 
"US-Ne3", "259", "GRP_SITE_DESC", "The study site is one of three fields (all located within 1.6 km of each other) at the University of Nebraska Agricultural Research and Development Center near Mead, Nebraska. While the other two sites are equipped with irrigation systems, this site relies on rainfall. A tillage operation (disking) was done just prior to the 2001 planting to homogenize the top 0.1 m of soil, incorporate P and K fertilizers, as well as previously accumulated surface residues. Since initiation of the study in 2001, this site has been under no-till management.", 
"US-NGB", "13263", "GRP_SITE_DESC", "The ecosystem is an Arctic coastal tundra. This site measures greenhouse gasses and meteorological variables at the Barrow Environmental Observatory (BEO) as part of the Next-Generation Ecosystem Experiment - Arctic.", 
"US-NGC", "85184", "GRP_SITE_DESC", "Subarctic tussock tundra, discontinuous permafrost", 
"US-NMj", "866", "GRP_SITE_DESC", "The jack pine site is owned by Michigan Technological University.  The stand is managed, and thus thinned and harvested depending on stand age.  This jack pine site is naturally regenerating following a clearcut around 1989.  Heavy snow in December 2001 c", 
"US-NR1", "11584", "GRP_SITE_DESC", "The Niwot Ridge AmeriFlux site is located in a subalpine forest ecosystem just below the Continental Divide near Nederland, CO. The site is located at 3050 m elevation, within 600m of the NOAA C1 long-term monitoring station, approximately 8 km east of the Continental Divide. The surrounding subalpine forest is ~97 years old and in a state of aggradation, having recovered from early twentieth century logging (Monson, et al. Global Change Biology (2002), 8 459-478).", 
"US-NR2", "8531", "GRP_SITE_DESC", "The Niwot Ridge site is located in a subalpine, temperate coniferous forest on land owned by the U.S. Forest Service.", 
"US-Nrf", "30917", "GRP_SITE_DESC", "This site is a natural, undisturbed salt marsh in the Nisqually River Delta, WA, USA.", 
"US-Nrs", "30877", "GRP_SITE_DESC", "This site is a restored salt marsh in the Nisqually River Delta, WA, USA. The historical marsh that was diked for agricultural use and then restored to tidal influence in 2009.", 
"US-OF1", "30656", "GRP_SITE_DESC", "Alternate wetting and drying irrigation method using multiple inlet in rice fields under annual rice-soybean rotation", 
"US-OF2", "30637", "GRP_SITE_DESC", "Conventional irrigation method using multiple inlet in rice fields under annual rice-soybean rotation", 
"US-Oho", "12798", "GRP_SITE_DESC", "The Ohio Oak Openings site is located within the Oak Openings Preserve Metropark of northwest Ohio, one of the few remaining oak woodlands/savanna/prairie complexes in the Midwest. Declared one of the "One of America's Last Great Places" by the Nature Conservancy the area consists of four main vegetation types: Oak Woodlands, Oak Savanna, Floodplain Forests and Wet Prairies. The stand surrounding the tower is mainly Oak Woodlands dominated by red, white and black oaks with a relatively abundant population of red maples indicating high soil moisture retention and a history of limited fire disturbances. Most of the area was cleared for agriculture at the time of Euro-American settlements in the mid to late-19th century. A large fraction of the cleared land was later abandoned due to the poor sandy soils. These areas reverted to Oak Savannas and in cases where fire was limited progressively made the transition to Oak Woodlands. Today patches of the forest are burned every few years as part of prescribed burning cycle to control stand density.", 
"US-ORv", "11225", "GRP_SITE_DESC", "The ORWRP site is a 21-ha large-scale, long-term wetland campus facility that is owned by Ohio State University. It is designed to provide teaching, research, and service related to wetland and river science and ecological engineering. The site has been developed in several phases: Phase 1 (1992 - 1994) - Construction of two 2.5-acre deepwater marshes and a river water delivery system began, with pumps installed on the floodplain to bring water from the Olentangy River. In May 1994, one wetland was planted with marsh vegetation, while the other remained as an unplanted control; Phase 2 (1994 - 1999) - Development of a research and teaching infrastructure took place with the construction of boardwalks, a pavilion, and a compound. The creation of the 7-acre naturally flooded oxbow was also included; Phase 3 (2000 - 2003) - As a research building was created, three additional wetlands were created in the vicinity of the building, including a stormwater wetland that receives runoff from the roof of the building; Phase 4 - The current phase involves research access to the Olentangy River.", 
"US-OWC", "14797", "GRP_SITE_DESC", "Old Woman Creek is a natural freshwater estuary connected to Lake Erie in northern Ohio. It is one of few natuaral estuary systems left in Ohio. The site is permanently flooded and contains a mixture of wetland vegetation, open water, and mud flats.", 
"US-PFa", "15241", "GRP_SITE_DESC", "The flux footprint encompasses a  highly heterogeneous landscape of upland forests and wetlands (forested and nonforested).  The forests are mainly deciduous but also include substantial coniferous coverage.  The upland/lowland variability occurs on spatial scales of a few hundred meters.  This heterogeneous landscape is further complicated by a nonuniform, small scale mosaic of thinning and clearcutting of the forest.  At larger scales (1 km or greater) the forest cover mosaic is quite homogeneous for many kilometers.  The site was chosen not for study of a simple stand, but for upscaling experiments.  The daytime fetch of flux measurements from the 396m level is on the order of 5-10 km, yielding a flux footprint roughly 100x the area of a typical stand-level flux tower.  AC power (tower is a TV transmitter).", 
"US-PFb", "87412", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is the northwestern most tower in the 10 x 10km study domain. It is located in a red pine forest (canopy height ~25m). There is a regrowing/trap layer consisting of broadleaf aspen and other deciduous vegetation.", 
"US-PFc", "87435", "GRP_SITE_DESC", "This tower (12m Rohn) is located in the northwestern quadrant of the 10 x 10km study domain. It is located in a forest of short aspen (3m tall). Several older aspen and conifers are interspersed within the regrowing aspen forest (15-20m tall).", 
"US-PFd", "87458", "GRP_SITE_DESC", "This tower (3m tripod) is located in the northwestern quadrant of the 10 x 10km study domain. It is located in a tussock (1 - 1.5m tall grasses). There is a southwest-to-north-oriented stream that passes by the east side of the tower.", 
"US-PFe", "87481", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the northwestern quadrant of the 10 x 10km study domain. It is located in a red pine and aspen forest (20.1 m height) on the bank of a lake (500m across).", 
"US-PFf", "87504", "GRP_SITE_DESC", "This tower (2m tripod) is located in the northwestern quadrant of the 10 x 10km study domain. It is located in a grassy field. It is ocassionally mowed. It was located near (~200m) several different types of sounding systems.", 
"US-PFg", "87535", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the northeastern quadrant of the 10 x 10km study domain. It is located in a forest with red pine (~32m) overstory and maple (10-15m) understory.", 
"US-PFh", "87554", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the northeastern quadrant of the 10 x 10km study domain. It is located in a forest jack pine forest (18 - 20m), with some aspens.", 
"US-PFi", "87577", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the northeastern quadrant of the 10 x 10km study domain. It is located in a mixed hardwood forest (canopy height: 18 - 20m).", 
"US-PFj", "87600", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the northeastern quadrant of the 10 x 10km study domain. It is located in a maple forest (canopy height: 18 - 20m). Some conifers mixed in, more conifers to the NNW.", 
"US-PFk", "87619", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the southwestern quadrant of the 10 x 10km study domain. It is located in an aspen forest (canopy height: immediate vicinity - 10m; greater area - 24.4 m).", 
"US-PFL", "87652", "GRP_SITE_DESC", "This tower (25m Rohn) is located in the southwestern quadrant of the 10 x 10km study domain. It is located in an aspen forest (canopy height: 15 - 19.2 m).", 
"US-PFm", "87665", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the southwestern quadrant of the 10 x 10km study domain. It is located in an aspen and maple forest (canopy height: 15 m).", 
"US-PFn", "87688", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the southwestern quadrant of the 10 x 10km study domain. It is located in a mixed hardwood forest - aspen, oak, birch, some pines (canopy height: 20 - 26 m).", 
"US-PFo", "87711", "GRP_SITE_DESC", "This tower (1.17m buoy) is located in the southeastern quadrant of the 10 x 10km study domain. It is located on a buoy (1.17 m asl) in the center of a small bog lake (50-70 m across) surrounded by mixed hardwood forest (maple, oak) about 16 m high.", 
"US-PFp", "87734", "GRP_SITE_DESC", "This tower  (32m, trailer-based, telescoping) is located in the southeastern quadrant of the 10 x 10km study domain. It is located in a mixed hardwood forest - black ash and red maple (canopy height: 20 - 24.4 m).", 
"US-PFq", "87785", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the southeastern quadrant of the 10 x 10km study domain. It is located in an aspen forest (canopy height: 10 - 14.3 m).", 
"US-PFr", "87762", "GRP_SITE_DESC", "This tower (3m tripod) is located in the southeastern quadrant of the 10 x 10km study domain. It is located in a tussock (0.3 - 1m grasses). Located next to stream.", 
"US-PFs", "87803", "GRP_SITE_DESC", "This tower (12m Rohn) is located in the southeastern quadrant of the 10 x 10km study domain. It is located in an aspen regrowth forest (canopy height: 3.1 - 6 m).", 
"US-PFt", "87826", "GRP_SITE_DESC", "This tower (32m, trailer-based, telescoping) is located in the southeastern quadrant of the 10 x 10km study domain. It is located in a red pine forest (canopy height: 15 - 21.6 m).", 
"US-PHM", "30037", "GRP_SITE_DESC", "The site is a salt marsh located within the Plum Island Sound estuary, which is characterized by a tidal range of 2.5-3m and a vegetation cover of Spartina patens, Spartina alterniflora, Distichils spicata. Elevation of the high marsh is about 1.4m NAVD88.", 
"US-PLM", "79858", "GRP_SITE_DESC", "The site is a salt marsh located within the Plum Island Sound estuary, which is characterized by a tidal range of 2.5-3m and a vegetation cover of Spartina alterniflora. Elevation of the low marsh is about 1m NAVD88.", 
"US-Pnp", "79412", "GRP_SITE_DESC", "The site is located on the shoreline of Lake Mendota on the rooftop of UW-Madison's Center for Limnology.", 
"US-Pon", "1590", "GRP_SITE_DESC", "The Ponca Winter Wheat site is a 65 ha rainfed wheat field in north central Oklahoma. Planting of winter wheat takes place annually in mid-fall. By late May, most of the wheat reaches maturity, allowing for mid-summer harvest.", 
"US-Prr", "85193", "GRP_SITE_DESC", "This site is located in a blackspruce forest within the property of the Poker Flat Research Range, University of Alaska, Fairbanks. Time-lapse image of the canopy is measured at the same time to relate flux data to satellite images.", 
"US-PSH", "86795", "GRP_SITE_DESC", "High soil salinity pistachio orchard in San Joaquin Valley.", 
"US-PSL", "86782", "GRP_SITE_DESC", "Low soil salinity pistachio orchard in San Joaquin Valley.", 
"US-RC3", "85899", "GRP_SITE_DESC", "LIND was located in a low-rainfall, stable crop-fallow rotation near Lind, WA.", 
"US-RFE", "29956", "GRP_SITE_DESC", "Smooth brome grass prairie on National Wildlife Refuge (USFWS) adjacent Denver metro area. Climate (1981-2010) data from Ralston Reservoir station, 10km W. Housing encroachment (urbanization) 700m south.", 
"US-RFW", "29973", "GRP_SITE_DESC", "Minimally disturbed Xeric tall grass prairie on National Wildlife Refuge (USFWS) adjacent Denver metro area. Climate (1981-2010) data from Ralston Reservoir station, 10km W.", 
"US-Rls", "30711", "GRP_SITE_DESC", "The site is located on the USDA-ARS's Reynolds Creek Experimental Watershed.  It is dominated by low sagebrush on land managed by USDI Bureau of Land Management.", 
"US-Rms", "30618", "GRP_SITE_DESC", "The site is located on the USDA-ARS's Reynolds Creek Experimental Watershed.  It is dominated by mountain big sagebrush on land managed by USDI Bureau of Land Management.", 
"US-Ro1", "14520", "GRP_SITE_DESC", "This tower is located in a farm field farmed in accordance with the dominant farming practice in the region: a corn/soybean rotation with chisel plow tillage in the fall following corn harvest and in the spring following soybeans.", 
"US-Ro2", "14546", "GRP_SITE_DESC", "This tower is located in a farm field farmed in accordance with the dominant farming practice in the region: a corn/soybean/clover rotation with chisel plow tillage in the fall following corn harvest and in the spring following soybeans.", 
"US-Ro3", "14572", "GRP_SITE_DESC", "This tower is located in a farm field farmed in accordance with the cominant farming practice in the region: a corn/soybean rotation with chisel plow tillage in the fall following corn harvest and in the spring following soybeans.", 
"US-Ro4", "14494", "GRP_SITE_DESC", "This tower is located in restored prairie in a former agricultural area. Dominant species include Andropogon gerardii, Sorghastrum nutans and Elymus canadensis", 
"US-Ro5", "30140", "GRP_SITE_DESC", "This tower is located in a farm field farmed in accordance with the dominant farming practice in the region: a corn/soybean rotation with chisel plow tillage in the fall following corn harvest and in the spring following soybeans.", 
"US-Ro6", "30166", "GRP_SITE_DESC", "This tower is located in a farm field farmed in accordance with a conservation type agricultural practice in the region: a corn/soybean/clover (living mulch/cover crop) rotation with chisel plow tillage in the fall following corn harvest and in the spring following soybeans.", 
"US-Rpf", "85283", "GRP_SITE_DESC", "This tower is located near Davis Center, Poker Flat Research Range. Deciduous trees and shrubs are dominated at the burned black spruce forest.", 
"US-RRC", "79844", "GRP_SITE_DESC", "Restored freshwater, tidal wetland", 
"US-Rwe", "88134", "GRP_SITE_DESC", "The site is located on the USDA-ARS's Reynolds Creek Experimental Watershed.  It is a mixed sagebrush site on land managed by USDI Bureau of Land Management.", 
"US-Rwf", "88114", "GRP_SITE_DESC", "The site is located on the USDA-ARS's Reynolds Creek Experimental Watershed.  It is a recovering mountain big sagebrush site after a 2007 prescrobed fire", 
"US-Rws", "17077", "GRP_SITE_DESC", "The site is located on the USDA-ARS's Reynolds Creek Experimental Watershed.  It is dominated by Wyoming big sagebrush on land managed by USDI Bureau of Land Management.", 
"US-Sag", "84757", "GRP_SITE_DESC", "This tower is located non-acidic moist tundra located in northeastern part of Kuparuk Basin (Sagavanirktok River). Mesic tundra consist of vascular plant, moss and a few short shrubs.", 
"US-SB1", "30993", "GRP_SITE_DESC", "The facility features a 36.5m (120') triangular tower and a climate-controlled shed laboratory with line power and high speed internet.  The site is located in a 27 ha loblolly pine (Pinus taeda) plantation on the campus of Sweet Briar College. The average canopy height is approximately 20 meters in the immediate footprint of the tower, where the loblolly trees are approximately 25 years old. Beyond the loblolly plantation, the site is surrounded by regionally representative, middle-aged, mixed deciduous forest that is dominated by red maple (Acer rubrum), tulip poplar (Liriodendron tulipifera), white oak (Quercus alba), and chestnut oak (Quercus prinus)", 
"US-SB2", "23559", "GRP_SITE_DESC", "Sweet Briar Grass is located in a switchgrass (panicum virgatum) biofuel plantation on the campus of Sweet Briar College.  It is co-located 1.45km south of the Sweet Briar College Land-Atmosphere Research Station loblolly pine tower.  The switchgrass was planted in 2014.", 
"US-SB3", "84632", "GRP_SITE_DESC", "Sweet Briar Clearcut tower was established less than 3 months following a clearcut of a loblolly pine plantation.", 
"US-SCc", "30977", "GRP_SITE_DESC", "Half hourly data are available at https://www.ess.uci.edu/~california/. This site is one of six Southern California Climate Gradient flux towers operated along an elevation gradient (sites are US-SCg, US-SCs, US-SCf, US-SCw, US-SCc, US-SCd). This site is recovering from a 1994 wild fire that burned over what was a Pinyon-Juniper woodland.  The site is currently dominated by sparse shrubs, with ephemeral herbaceous cover following winter or spring rains.  The site has experienced repeated drought during the record.  A nearby tower site (US-SCw) samples an unburned Pinyon-Juniper woodland; comparisons between US-SCw and US-SCc provide a measure of the effects of the 1994 on land-atmosphere exchange.", 
"US-SCd", "30979", "GRP_SITE_DESC", "Half hourly data are available at https://www.ess.uci.edu/~california/. This site is one of six Southern California Climate Gradient flux towers operated along an elevation gradient (sites are US-SCg, US-SCs, US-SCf, US-SCw, US-SCc, US-SCd). This site is a low desert site in Southern California's rain shadow; the climate is extremely dry and hot.  The site has experience repeated droughts, with negligible rainfall during several years of the record.", 
"US-SCf", "30981", "GRP_SITE_DESC", "Half hourly data are available at https://www.ess.uci.edu/~california/. This site is one of six Southern California Climate Gradient flux towers operated along an elevation gradient (sites are US-SCg, US-SCs, US-SCf, US-SCw, US-SCc, US-SCd). This site is a mixed oak/pine forest.  The site experiences episodic severe drought and mortality, and has also experienced occasional logging and wildfire.  Drought and mortality was especially severe in the early 2000s.", 
"US-SCg", "30983", "GRP_SITE_DESC", "Half hourly data are available at https://www.ess.uci.edu/~california/. This site is one of six Southern California Climate Gradient flux towers operated along an elevation gradient (sites are US-SCg, US-SCs, US-SCf, US-SCw, US-SCc, US-SCd). This site is a grassland that was historically dominated by exotic annuals and that underwent restoration with a focus on native bunch grasses in the 2010s.  The site has historically burned every 10-20 years, with a wildfire in October 2007.  The restoration involved several years of mowing and herbicide application to suppress exotics followed by dense planting of Nasella bunch grasses.", 
"US-SCs", "30984", "GRP_SITE_DESC", "Half hourly data are available at https://www.ess.uci.edu/~california/. This site is one of six Southern California Climate Gradient flux towers operated along an elevation gradient (sites are US-SCg, US-SCs, US-SCf, US-SCw, US-SCc, US-SCd). This site is a coastal sage shrubland.  Coastal sage is a small stature, closed canopy vegetation dominated by drought deciduous shrubs.  The site has historically burned every 10-20 years, with the wild fire in October 2007.  The tower data sets includes this recovery process.", 
"US-SCw", "30986", "GRP_SITE_DESC", "Half hourly data are available at https://www.ess.uci.edu/~california/. This site is one of six Southern California Climate Gradient flux towers operated along an elevation gradient (sites are US-SCg, US-SCs, US-SCf, US-SCw, US-SCc, US-SCd). This site is a Pinyon Juniper woodland with trees that are at least 150 years old, and ephemeral herbaceous cover following winter or spring rains.  The site has experienced repeated drought during the record and roughly 50% Pinyon mortality over the last decade.  A nearby tower site (US-SCc) burned in a 1994 wildfire; comparisons between US-SCw and US-SCc provide a measure of the effects of the 1994 on land-atmosphere exchange.", 
"US-SdH", "12280", "GRP_SITE_DESC", "The Nebraska SandHills Dry Valley tower is located on public land owned by the University of Nebraska-Lincoln. The site is on a research cattle ranch where grazing primarily takes place.", 
"US-SDU", "13156", "GRP_SITE_DESC", "Urban/commercial/residential area, note: area within 100 m of the 18" lattice tower (no longer active AM radio tower) is an active plant nursery.", 
"US-Seg", "30669", "GRP_SITE_DESC", "The Sevilleta Desert Grassland site is located within the McKenzie Flats area of the Sevilleta National Wildlife Refuge (NWR), central New Mexico. Historically, this area has been used for livestock grazing; however, the McKenzie Flats have not been grazed since 1973 and the effects of this previous grazing are considered negligible for the purposes of this study. As the name suggests, McKenzie Flats is an extensive (~130 km2), nearly flat, mixed-species desert grassland bounded on the east by Los Pinos Mountains and on the west by the Rio Grande.  This site experienced a severe burn in August 2009.", 
"US-Ses", "30439", "GRP_SITE_DESC", "The Sevilleta Desert Shrubland site is located in Larrea-dominated shrubland in the northern Chihuahuan Desert of the Rio Grande Valley, on the Sevilleta National Wildlife Refuge (SNWR). The site is within the McKenzie Flats area of the Sevilleta National Wildlife Refuge (NWR). McKenzie Flats is an extensive (~130 km2), nearly flat, mixed-species desert grassland bounded on the east by Los Pinos Mountains and on the west by the Rio Grande. Historically, this area has been used for livestock grazing; however, the McKenzie Flats have not been grazed since 1973 and the effects of this previous grazing are considered negligible for the purposes of this study. The density of Larrea at this site is 0.9 m-2 , interspersed with C4 perennial grasses (Bouteloua gracilis, B. eriopoda, Sporobolis spp., Hilaria jamesii, Muhlenbergia spp.). Sixty percent of mean annual precipitation comes in isolated, short duration showers during the monsoon season (July – September); the remainder arrives with winter frontal systems, although with considerable year-to-year variation.", 
"US-SFP", "30771", "GRP_SITE_DESC", "None supplied.", 
"US-SHC", "33668", "GRP_SITE_DESC", "This tower is located at the Sagehen Creek Field Station of UC Berkeley. The 30m tower near the station has been used for meteorological measurements since at least 2006 and EC flux measurements were started in late June 2017. The area is dominated by coniferous forest with patches of grassland in between.", 
"US-Shd", "1119", "GRP_SITE_DESC", "Native tall grass prairie. A prairie management prescribed burn was conducted in the spring of 1997, but not in 1996. The site was not grazed from early August 1996-September 1997. almost all plants are warm season C4 species, grasslands, temperate continental climate", 
"US-SHS", "30513", "GRP_SITE_DESC", "mitigated brackish tidal wetland, replanted with Spartina alterniflora, Spartina patens, invasion of Phragmites australis", 
"US-SJ1", "30988", "GRP_SITE_DESC", "Half hour data files are available at: http://www.ess.uci.edu/~marsh/. This is one of two paired flux towers that were located in separate ponds that were subject to different water treatments (US-SJ1 and US-SJ2). Tower 1 is located near the central-eastern edge of the 1000 by 300 m marsh. placing it on the far side from the predictable easterly oceanic breeze. The San Joaquin Marsh is one of the final remnants of a wetland, prior to the early 1900's, covered 2100 ha along San Diego Creek. Most of the regional wetlands were drained for agriculture in the early 20th century. Despite regional wetland removal, the San Joaquin remained intact. During the 1950's, vegetation was cleared to promote duck hunting. No further disturbances have occurred since the clearing. The hydroperiod is partly managed by the SJFM VC Reserve and the Irvine Ranch Water District. During the spring months, water volume begins to reduce by evapotranspiration and subsurface draining. The remaining standing water disappears during the summer. The wetland is annually replenished in January and December to a depth of 1 m in an effort to mimic natural hydrocycles.", 
"US-SJ2", "30989", "GRP_SITE_DESC", "Half hour data files are available at: http://www.ess.uci.edu/~marsh/. This is one of two paired flux towers that were located in separate ponds that were subject to different water treatments (US-SJ1 and US-SJ2). Tower 2 is located in the southeastern corner, placing it on the farthest side from the predictable easterly oceanic breeze. The San Joaquin Marsh is one of the final remnants of a wetland, prior to the early 1900's, covered 2100 ha along San Diego Creek. Most of the regional wetlands were drained for agriculture in the early 20th century. Despite regional wetland removal, the San Joaquin remained intact. During the 1950's, vegetation was cleared to promote duck hunting. No further disturbances have occurred since the clearing. The hydroperiod is partly managed by the SJFM VC Reserve and the Irvine Ranch Water District. During the spring months, water volume begins to reduce by evapotranspiration and subsurface draining. The remaining standing water disappears during the summer. The wetland is annually replenished in January and December to a depth of 1 m in an effort to mimic natural hydrocycles.", 
"US-Skr", "11912", "GRP_SITE_DESC", "The Florida Everglades Shark River Slough Mangrove Forest site is located along the Shark River in the western region of Everglades National Park. Also referred to as site SRS6 of the Florida Coastal Everglades LTER program, freshwater in the mangrove riverine floods the forest floor under a meter of water twice per day. Transgressive discharge of freshwater from the Shark river follows annual rainfall distributions between the wet and dry seasons. Hurricane Wilma struck the site in October of 2005 causing significant damage. The tower was offline until the following October in order to continue temporally consistent measurements. In post-hurricane conditions, ecosystem respiration rates and solar irradiance transfer increased. 2007- 2008 measurements indicate that these factors led to an decline in both annual -NEE and daily NEE from pre-hurricane conditions in 2004-2005.", 
"US-Slt", "13041", "GRP_SITE_DESC", "Wildfires, prescribed fires, insect defoliation events and windstorms are the common disturbances in the NJ Pinelands.  The oak-dominated forest at Silas Little Experimental Forest was most recently defoliated by Gypsy moth (Lymantria dispar L.) in 2006 to 2008, with complete defoliation occuring in 2007.  Following this multi-year defoliation event, oak mortality was significant, and resulted in the death of approximately 20 % of the overstory oaks, and a similar reduction in stand biomass.  Previous disturbances have included windstorms and earlier Gypsy moth defoliation events in the 1990's.  The last major wildfire to occur at and near the Experimental Forest was in 1963.  Since then, a number of prescribed fires have been conducted in the vicinity of the Silas Little flux site.", 
"US-Snd", "30333", "GRP_SITE_DESC", "The Sherman Island site is a 38-ha peatland pasture, west of the Delta, that is owned by the state and managed by the California Department of Water Resources. The site is degraded and heavily grazed with ~100 cattle in the area that circumscribes the main field and fetch. The island has been drained and farmed since the late 1800s. The soils of the Delta overlay deep peat that was sequestered over the Holocene period as sea-level rose and flooding of archaic wetlands prevented decomposition of roots and stems. Hence, the upper 10 m of peatland has been lost to decomposition, compaction, and subsidence. Today a mineral soil overlays a peat layer, which coincides with the general depth of the water table.

This site was discontinued in 2015 as the land was converted into a restored wetland.  A new site was established in 2016 nearby, US_Sne", 
"US-Sne", "30013", "GRP_SITE_DESC", "A new restored wetland on the old Sherman Pasture site. The new tower is about 67m northwest (300deg) of the old tower site.", 
"US-Snf", "84775", "GRP_SITE_DESC", "The Sherman Barn is pasture site on Sherman Island, that is managed by the California Department of Water Resources (DWR). A flux tower equipped to analyze energy, H2O, CO2, and CH4 fluxes was installed on June, 2018", 
"US-SO2", "15927", "GRP_SITE_DESC", "The Sky Oaks Old site is located near the Sky Oaks Field station, owned and operated by San Diego State University. Chaparral vegetation, associated with a Mediterranean climate, covers nearly half of the rough and rocky terrain. Precipitation is almost exclusively confined to the winter months. During the summer and early fall, hot and dry Santa Ana winds from the northeast bring desert heat to the site. A high intensity natural wildfire occurred in July of 2003. The stand age at the time of the wildfire was 80 years old, following an early wildfire poorly characterized. Following the 2003 wildfire, most native chaparral began to regrow from root stocks reaching a height of 1.0 m in 2008.", 
"US-SO3", "15945", "GRP_SITE_DESC", "The Sky Oaks Young site is located near the Sky Oaks Field station, owned and operated by San Diego State University. Chaparral vegetation, associated with a Mediterranean climate, covers nearly half of the rough and rocky terrain. Precipitation is almost exclusively confined to the winter months. During the summer and early fall, hot and dry Santa Ana winds from the northeast bring desert heat to the site. A high intensity natural wildfire occurred in July of 2003. The stand age at the time of the wildfire was 10 years old, following a controlled burn in 1993.", 
