"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "LAI_TYPE", "LAI_COMMENT", "LAI_TOT", "LAI_CLUMP", "LAI_METHOD", "LAI_APPROACH", "LAI_DATE", "LAI_U", "LAI_TOT_SPATIAL_VARIABILITY", "LAI_O_DEC", "LAI_O_DEC_SPATIAL_REP_NUMBER", "LAI_O_DEC_SPATIAL_VARIABILITY", "LAI_O_EVG", "LAI_O_EVG_SPATIAL_VARIABILITY", "LAI_U_SPATIAL_REP_NUMBER", "LAI_U_SPATIAL_VARIABILITY", "LAI_TOT_SPATIAL_REP_NUMBER", "LAI_DATE_UNC", 
"US-Ha1", "18226", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20130612", , , "2.76", "33", "0.62", , , , , , , 
"US-Ha1", "18230", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20130716", , , "2.85", "33", "0.62", , , , , , , 
"US-Ha1", "18234", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20130821", , , "2.93", "33", "0.61", , , , , , , 
"US-Ha1", "18238", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20130924", , , "2.77", "33", "0.61", , , , , , , 
"US-Ha1", "18242", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20131009", , , "1.89", "33", "0.42", , , , , , , 
"US-Ha1", "18246", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20131029", , , "0.31", "33", "0.18", , , , , , , 
"US-Ha1", "18250", "GRP_LAI", "LAI", , , , , "Deciduous LAI is computed by taking the diffrence between the PAI at each plot/sample date and the minimum plot PAI for an individual year (which is assumed to be the total branch and conifer area). All measurements are taken using an LAI-2000 instrument held above the user's head (~2m above the ground). Raw data and a methods description are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data.", "20131115", , , "0.02", "33", "0.05", , , , , , , 
"US-Ha2", "24017", "GRP_LAI", "LAI", , "4.4", , , , , , , , , , , , , , , , 
"US-Ho1", "23843", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "4.7", "1.6", "LAI_2000", , "20060425", , , , , , , , , , , , 
"US-Ho1", "23975", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "5.3", , "LAI_2000", , "20060601", , , , , , , , , , , , 
"US-Ho1", "24485", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "5.8", , "LAI_2000", , "20060913", , , , , , , , , , , , 
"US-Ho1", "24742", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "4.7", , "LAI_2000", , "20060511", , , , , , , , , , , , 
"US-Ho1", "24872", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "5.6", , "LAI_2000", , "20060802", , , , , , , , , , , , 
"US-Ho1", "24990", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "4.6", , "LAI_2000", , "20061213", , , , , , , , , , , , 
"US-Ho1", "25127", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98", "5.7", , "LAI_2000", , "20060627", , , , , , , , , , , , 
"US-Ho2", "24342", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "5.6", , "LAI_2000", , "20060801", , , , , , , , , , , , 
"US-Ho2", "24343", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "5.8", , "LAI_2000", , "20060912", , , , , , , , , , , , 
"US-Ho2", "24486", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "4.7", "1.6", "LAI_2000", , "20060425", , , , , , , , , , , , 
"US-Ho2", "24611", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "4.7", , "LAI_2000", , "20060511", , , , , , , , , , , , 
"US-Ho2", "24612", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "4.6", , "LAI_2000", , "20061212", , , , , , , , , , , , 
"US-Ho2", "24613", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "5.7", , "LAI_2000", , "20060626", , , , , , , , , , , , 
"US-Ho2", "24991", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.98; Transect runs between Main and West towers", "5.3", , "LAI_2000", , "20060601", , , , , , , , , , , , 
"US-Ho3", "24487", "GRP_LAI", "LAI", "200 m transect measured every 10m; L = ((1-alpha)*L-sube*Gamma-subE)/(Omega-subE); alpha=0.15, gamma=1.6,omega=0.93", "3", "1.6", "LAI_2000", , "20030719", , , , , , , , , , , , 
"US-HVa", "23662", "GRP_LAI", "LAI", "http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.happy_valley.01;    1.5 m² m-²", "1.5", , , , , , , , , , , , , , , , 
"US-IB1", "23726", "GRP_LAI", "LAI", , "1.36", , , , "20050824", , , , , , , , , , , , 
"US-IB1", "23727", "GRP_LAI", "LAI", , "0.4", , , , "20050909", , , , , , , , , , , , 
"US-IB1", "23728", "GRP_LAI", "LAI", , "0.11", , , , "20050921", , , , , , , , , , , , 
"US-IB1", "24097", "GRP_LAI", "LAI", , "0.58", , , , "20050718", , , , , , , , , , , , 
"US-IB1", "24098", "GRP_LAI", "LAI", , "1.75", , , , "20060719", , , , , , , , , , , , 
"US-IB1", "24099", "GRP_LAI", "LAI", , "0.13", , , , "20080623", , , , , , , , , , , , 
"US-IB1", "24100", "GRP_LAI", "LAI", , "3.43", , , , "20080723", , , , , , , , , , , , 
"US-IB1", "24251", "GRP_LAI", "LAI", , "0.57", , , , "20070703", , , , , , , , , , , , 
"US-IB1", "24252", "GRP_LAI", "LAI", , "4.47", , , , "20070905", , , , , , , , , , , , 
"US-IB1", "24357", "GRP_LAI", "LAI", , "0.58", , , , "20050629", , , , , , , , , , , , 
"US-IB1", "24358", "GRP_LAI", "LAI", , "1.55", , , , "20060815", , , , , , , , , , , , 
"US-IB1", "24359", "GRP_LAI", "LAI", , "2.34", , , , "20080807", , , , , , , , , , , , 
"US-IB1", "24502", "GRP_LAI", "LAI", , "0.66", , , , "20060628", , , , , , , , , , , , 
"US-IB1", "24503", "GRP_LAI", "LAI", , "2.27", , , , "20080715", , , , , , , , , , , , 
"US-IB1", "24639", "GRP_LAI", "LAI", , "1.95", , , , "20070720", , , , , , , , , , , , 
"US-IB1", "24756", "GRP_LAI", "LAI", , "2.06", , , , "20050809", , , , , , , , , , , , 
"US-IB1", "24757", "GRP_LAI", "LAI", , "1.45", , , , "20080823", , , , , , , , , , , , 
"US-IB1", "24889", "GRP_LAI", "LAI", , "0.08", , , , "20050606", , , , , , , , , , , , 
"US-IB1", "24890", "GRP_LAI", "LAI", , "0.08", , , , "20060605", , , , , , , , , , , , 
"US-IB1", "25007", "GRP_LAI", "LAI", , "0.86", , , , "20060921", , , , , , , , , , , , 
"US-IB1", "25138", "GRP_LAI", "LAI", , "0.41", , , , "20071004", , , , , , , , , , , , 
"US-IB2", "23731", "GRP_LAI", "LAI", "the LAI is zero right after Spring burn", "0", , "ACUPAR", , "20050405", , , , , , , , , , , , 
"US-IB2", "23732", "GRP_LAI", "LAI", , "1.41", , "ACUPAR", , "20050606", , , , , , , , , , , , 
"US-IB2", "23733", "GRP_LAI", "LAI", , "2.82", , "ACUPAR", , "20070615", , , , , , , , , , , , 
"US-IB2", "23861", "GRP_LAI", "LAI", , "3.49", , "ACUPAR", , "20050629", , , , , , , , , , , , 
"US-IB2", "23862", "GRP_LAI", "LAI", , "5.24", , "ACUPAR", , "20070721", , , , , , , , , , , , 
"US-IB2", "23995", "GRP_LAI", "LAI", , "1.74", , "ACUPAR", , "20050921", , , , , , , , , , , , 
"US-IB2", "23996", "GRP_LAI", "LAI", , "0.91", , "ACUPAR", , "20070904", , , , , , , , , , , , 
"US-IB2", "24106", "GRP_LAI", "LAI", , "0.8", , "ACUPAR", , "20060920", , , , , , , , , , , , 
"US-IB2", "24259", "GRP_LAI", "LAI", , "2.82", , "ACUPAR", , "20060627", , , , , , , , , , , , 
"US-IB2", "24368", "GRP_LAI", "LAI", "the LAI is zero right after Spring burn", "0", , "ACUPAR", , "20070420", , , , , , , , , , , , 
"US-IB2", "24508", "GRP_LAI", "LAI", , "2.31", , "ACUPAR", , "20050809", , , , , , , , , , , , 
"US-IB2", "24509", "GRP_LAI", "LAI", , "2.6", , "ACUPAR", , "20050909", , , , , , , , , , , , 
"US-IB2", "24510", "GRP_LAI", "LAI", , "3.03", , "ACUPAR", , "20060814", , , , , , , , , , , , 
"US-IB2", "24645", "GRP_LAI", "LAI", , "1.31", , "ACUPAR", , "20051014", , , , , , , , , , , , 
"US-IB2", "24646", "GRP_LAI", "LAI", , "2.67", , "ACUPAR", , "20060604", , , , , , , , , , , , 
"US-IB2", "24765", "GRP_LAI", "LAI", , "3.59", , "ACUPAR", , "20050718", , , , , , , , , , , , 
"US-IB2", "24766", "GRP_LAI", "LAI", , "4.01", , "ACUPAR", , "20070607", , , , , , , , , , , , 
"US-IB2", "24767", "GRP_LAI", "LAI", , "5.38", , "ACUPAR", , "20070704", , , , , , , , , , , , 
"US-IB2", "24895", "GRP_LAI", "LAI", , "3.96", , "ACUPAR", , "20050824", , , , , , , , , , , , 
"US-IB2", "24896", "GRP_LAI", "LAI", , "3.02", , "ACUPAR", , "20060718", , , , , , , , , , , , 
"US-IB2", "24897", "GRP_LAI", "LAI", , "1.34", , "ACUPAR", , "20070522", , , , , , , , , , , , 
"US-IB2", "25014", "GRP_LAI", "LAI", , "1.61", , "ACUPAR", , "20060522", , , , , , , , , , , , 
"US-IB2", "25145", "GRP_LAI", "LAI", , "1.82", , "ACUPAR", , "20070925", , , , , , , , , , , , 
"US-KS2", "23630", "GRP_LAI", "LAI", "source: Powell et al. 2006 Ag. For. Met. 141:19-41", "2.5", , , , , , , , , , , , , , , , 
"US-Los", "27929", "GRP_LAI", "LAI", "Jianwu Tang, personal communication, Willow=1.48, Alder=2.76 measured by harvesting", "4.24", , , , , , , , , , , , , , , , 
"US-LPH", "23895", "GRP_LAI", "LAI", , "4.5", , , , , , , , , , , , , , , , 
"US-LWW", "23800", "GRP_LAI", "LAI", "(range 2-3) 2-3 m² m-² http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.little_washita.01", "2.5", , , , , , , , , , , , , , , , 
"US-Me1", "25082", "GRP_LAI", "LAI", "No tree canopy, LAI of herb layer not assessed", "0", , , , "2003", , , , , , , , , , , , 
"US-Me2", "19618", "GRP_LAI", "LAI", , , "1.29", "LAI_2000", , "2001", , , , , , "2.8", , , , , , 
"US-Me2", "19623", "GRP_LAI", "LAI", , "3.58", "1.29", "LAI_2000", , "20080816", "0.57", , , , , "3.01", , , , , , 
"US-Me2", "19626", "GRP_LAI", "LAI", , , "1.29", "LAI_2000", , "20100922", , , , , , "2.87", , , , , , 
"US-Me2", "19627", "GRP_LAI", "LAI", , , "1.29", "LAI_2000", , "20130510", , , , , , "2.35", "0.2", , , , , 
"US-Me2", "19628", "GRP_LAI", "LAI", , , "1.29", "LAI_2000", , "20130606", , , , , , "2.7", "0.2", , , , , 
"US-Me2", "19629", "GRP_LAI", "LAI", , , "1.29", "LAI_2000", , "20130822", , , , , , "1.96", "0.1", , , , , 
"US-Me2", "19630", "GRP_LAI", "LAI", , , "1.29", "LAI_2000", , "20130912", , , , , , "1.87", "0.1", , , , , 
"US-Me2", "22123", "GRP_LAI", "LAI", , , , "LAI_2200", , "20140827", , , , , , "2.37", "0.48", , , , , 
"US-Me3", "24450", "GRP_LAI", "LAI", , "0.52", "1.29", "LAI_2000", , "20030701", , , , , , , , , , , , 
"US-Me4", "24695", "GRP_LAI", "LAI", , "2", "1.29", "LAI_2000", , "2001", , , , , , , , , , , , 
"US-Me4", "24704", "GRP_LAI", "LAI", , "1.86", "1.29", "LAI_2000", , "2001", , , , , , , , , , , , 
"US-Me5", "23806", "GRP_LAI", "LAI", , "1.1", "1.29", "LAI_2000", , "1999", , , , , , , , , , , , 
"US-Me6", "19684", "GRP_LAI", "LAI", , , "1.29", , "LAI_2000", "20101004", , , , , , "0.9", , , , , , 
"US-Me6", "19688", "GRP_LAI", "LAI", , , "1.29", , "LAI_2000", "20130509", , , , , , "0.8", "0.8", , , , , 
"US-Me6", "19690", "GRP_LAI", "LAI", , , , , "LAI_2000", "20130808", , , , , , "1.6", "1.2", , , , , 
"US-Me6", "22133", "GRP_LAI", "LAI", , , , , "LAI-2200", "20140821", , , , , , "1.38", "0.19", , , , , 
"US-MOz", "24234", "GRP_LAI", "LAI", "clumping index (.9) for oak forests from Kucharik et al. (1999). Tree Physiol. 19, 695--706; Woody-to-total area ratio-0.11 for oak hickory forests from FLUXNET protocol manual", "4.01", "0.9", "LAI_2000", , "20060803", , , , , , , , , , , , 
"US-MOz", "24614", "GRP_LAI", "LAI", "clumping index (.9) for oak forests from Kucharik et al. (1999). Tree Physiol. 19, 695--706; Woody-to-total area ratio-0.11 for oak hickory forests from FLUXNET protocol manual", "3.81", "0.9", "LAI_2000", , "20070710", , , , , , , , , , , , 
"US-NC1", "24407", "GRP_LAI", "LAI", , "1.5", , , , , "0", , , , , , , , , , , 
"US-NC2", "24790", "GRP_LAI", "LAI", , "3", , , , , "0", , , , , , , , , , , 
"US-Ne1", "24132", "GRP_LAI", "LAI", , "1.83816", , , , "20060616", , , , , , , , , , , , 
"US-Ne1", "24133", "GRP_LAI", "LAI", , "0.467287", , , , "20060912", , , , , , , , , , , , 
"US-Ne1", "24136", "GRP_LAI", "LAI", , "5.37085", , , , "20010815", , , , , , , , , , , , 
"US-Ne1", "24137", "GRP_LAI", "LAI", , "5.7383", , , , "20020729", , , , , , , , , , , , 
"US-Ne1", "24138", "GRP_LAI", "LAI", , "2.86065", , , , "20020912", , , , , , , , , , , , 
"US-Ne1", "24392", "GRP_LAI", "LAI", , "4.784", , , , "20060712", , , , , , , , , , , , 
"US-Ne1", "24395", "GRP_LAI", "LAI", , "1.29104", , , , "20010621", , , , , , , , , , , , 
"US-Ne1", "24396", "GRP_LAI", "LAI", , "5.19254", , , , "20020812", , , , , , , , , , , , 
"US-Ne1", "25171", "GRP_LAI", "LAI", , "3.94117", , , , "20020701", , , , , , , , , , , , 
"US-Ne1", "25172", "GRP_LAI", "LAI", , "5.96192", , , , "20020715", , , , , , , , , , , , 
"US-Ne1", "25173", "GRP_LAI", "LAI", , "5.16431", , , , "20040726", , , , , , , , , , , , 
"US-Ne1", "25185", "GRP_LAI", "LAI", , "0.21616", , , , "20040929", , , , , , , , , , , , 
"US-Ne1", "25298", "GRP_LAI", "LAI", , "0.690853", , , , "20060608", , , , , , , , , , , , 
"US-Ne1", "25301", "GRP_LAI", "LAI", , "5.28064", , , , "20020708", , , , , , , , , , , , 
"US-Ne1", "25302", "GRP_LAI", "LAI", , "3.45872", , , , "20040701", , , , , , , , , , , , 
"US-Ne1", "25303", "GRP_LAI", "LAI", , "5.16325", , , , "20040713", , , , , , , , , , , , 
"US-Ne1", "25304", "GRP_LAI", "LAI", , "4.64727", , , , "20040805", , , , , , , , , , , , 
"US-Ne1", "25313", "GRP_LAI", "LAI", , "2.65551", , , , "20070619", , , , , , , , , , , , 
"US-Ne1", "25317", "GRP_LAI", "LAI", , "0.0442865", , , , "20050531", , , , , , , , , , , , 
"US-Ne1", "25318", "GRP_LAI", "LAI", , "2.59576", , , , "20050627", , , , , , , , , , , , 
"US-Ne1", "25422", "GRP_LAI", "LAI", , "5.31928", , , , "20060706", , , , , , , , , , , , 
"US-Ne1", "25426", "GRP_LAI", "LAI", , "0.369112", , , , "20010613", , , , , , , , , , , , 
"US-Ne1", "25427", "GRP_LAI", "LAI", , "1.24674", , , , "20030625", , , , , , , , , , , , 
"US-Ne1", "25436", "GRP_LAI", "LAI", , "0.534411", , , , "20070606", , , , , , , , , , , , 
"US-Ne1", "25437", "GRP_LAI", "LAI", , "2.95974", , , , "20070905", , , , , , , , , , , , 
"US-Ne1", "25439", "GRP_LAI", "LAI", , "4.80714", , , , "20050801", , , , , , , , , , , , 
"US-Ne1", "25565", "GRP_LAI", "LAI", , "4.53377", , , , "20060804", , , , , , , , , , , , 
"US-Ne1", "25566", "GRP_LAI", "LAI", , "3.99404", , , , "20060824", , , , , , , , , , , , 
"US-Ne1", "25568", "GRP_LAI", "LAI", , "5.23946", , , , "20010705", , , , , , , , , , , , 
"US-Ne1", "25569", "GRP_LAI", "LAI", , "6.03694", , , , "20010713", , , , , , , , , , , , 
"US-Ne1", "25573", "GRP_LAI", "LAI", , "4.21554", , , , "20050919", , , , , , , , , , , , 
"US-Ne1", "25574", "GRP_LAI", "LAI", , "1.83752", , , , "20050913", , , , , , , , , , , , 
"US-Ne1", "25575", "GRP_LAI", "LAI", , "0", , , , "20051003", , , , , , , , , , , , 
"US-Ne1", "25675", "GRP_LAI", "LAI", , "6.11576", , , , "20070716", , , , , , , , , , , , 
"US-Ne1", "25676", "GRP_LAI", "LAI", , "5.51438", , , , "20070803", , , , , , , , , , , , 
"US-Ne1", "25679", "GRP_LAI", "LAI", , "4.6298", , , , "20050707", , , , , , , , , , , , 
"US-Ne1", "25808", "GRP_LAI", "LAI", , "6.02431", , , , "20070724", , , , , , , , , , , , 
"US-Ne1", "25812", "GRP_LAI", "LAI", , "4.65089", , , , "20050809", , , , , , , , , , , , 
"US-Ne1", "25929", "GRP_LAI", "LAI", , "0.029881", , , , "20030606", , , , , , , , , , , , 
"US-Ne1", "25934", "GRP_LAI", "LAI", , "0.179388", , , , "20070529", , , , , , , , , , , , 
"US-Ne1", "26068", "GRP_LAI", "LAI", , "4.1427", , , , "20060814", , , , , , , , , , , , 
"US-Ne1", "26070", "GRP_LAI", "LAI", , "6.07868", , , , "20010719", , , , , , , , , , , , 
"US-Ne1", "26071", "GRP_LAI", "LAI", , "4.16192", , , , "20030708", , , , , , , , , , , , 
"US-Ne1", "26072", "GRP_LAI", "LAI", , "5.53073", , , , "20030718", , , , , , , , , , , , 
"US-Ne1", "26073", "GRP_LAI", "LAI", , "5.42715", , , , "20030728", , , , , , , , , , , , 
"US-Ne1", "26085", "GRP_LAI", "LAI", , "0.50611", , , , "20070924", , , , , , , , , , , , 
"US-Ne1", "26183", "GRP_LAI", "LAI", , "0.037466", , , , "20020603", , , , , , , , , , , , 
"US-Ne1", "26184", "GRP_LAI", "LAI", , "4.66328", , , , "20030826", , , , , , , , , , , , 
"US-Ne1", "26185", "GRP_LAI", "LAI", , "0.0916126", , , , "20040603", , , , , , , , , , , , 
"US-Ne1", "26196", "GRP_LAI", "LAI", , "3.18854", , , , "20040907", , , , , , , , , , , , 
"US-Ne1", "26302", "GRP_LAI", "LAI", , "0.172692", , , , "20060601", , , , , , , , , , , , 
"US-Ne1", "26306", "GRP_LAI", "LAI", , "0.971284", , , , "20020618", , , , , , , , , , , , 
"US-Ne1", "26317", "GRP_LAI", "LAI", , "1.30622", , , , "20070613", , , , , , , , , , , , 
"US-Ne1", "26318", "GRP_LAI", "LAI", , "4.769", , , , "20070626", , , , , , , , , , , , 
"US-Ne1", "26319", "GRP_LAI", "LAI", , "6.2836", , , , "20070709", , , , , , , , , , , , 
"US-Ne1", "26321", "GRP_LAI", "LAI", , "0.913908", , , , "20050617", , , , , , , , , , , , 
"US-Ne1", "26429", "GRP_LAI", "LAI", , "4.76463", , , , "20060720", , , , , , , , , , , , 
"US-Ne1", "26430", "GRP_LAI", "LAI", , "4.86427", , , , "20060728", , , , , , , , , , , , 
"US-Ne1", "26434", "GRP_LAI", "LAI", , "2.9447", , , , "20010629", , , , , , , , , , , , 
"US-Ne1", "26435", "GRP_LAI", "LAI", , "5.0473", , , , "20030808", , , , , , , , , , , , 
"US-Ne1", "26556", "GRP_LAI", "LAI", , "3.73873", , , , "20060626", , , , , , , , , , , , 
"US-Ne1", "26558", "GRP_LAI", "LAI", , "0.0280863", , , , "20010529", , , , , , , , , , , , 
"US-Ne1", "26559", "GRP_LAI", "LAI", , "5.6927", , , , "20010809", , , , , , , , , , , , 
"US-Ne1", "26560", "GRP_LAI", "LAI", , "0.0111055", , , , "20020529", , , , , , , , , , , , 
"US-Ne1", "26561", "GRP_LAI", "LAI", , "2.1481", , , , "20030926", , , , , , , , , , , , 
"US-Ne1", "26562", "GRP_LAI", "LAI", , "0.734023", , , , "20040615", , , , , , , , , , , , 
"US-Ne1", "26572", "GRP_LAI", "LAI", , "4.98617", , , , "20070816", , , , , , , , , , , , 
"US-Ne1", "26574", "GRP_LAI", "LAI", , "4.47174", , , , "20040817", , , , , , , , , , , , 
"US-Ne1", "26575", "GRP_LAI", "LAI", , "5.17823", , , , "20050720", , , , , , , , , , , , 
"US-Ne2", "24134", "GRP_LAI", "LAI", , "4.01763", , , , "20060828", , , , , , , , , , , , 
"US-Ne2", "24135", "GRP_LAI", "LAI", , "0", , , , "20061005", , , , , , , , , , , , 
"US-Ne2", "24139", "GRP_LAI", "LAI", , "3.5635", , , , "20040916", , , , , , , , , , , , 
"US-Ne2", "24140", "GRP_LAI", "LAI", , "0.839739", , , , "20050919", , , , , , , , , , , , 
"US-Ne2", "24393", "GRP_LAI", "LAI", , "0.0550239", , , , "20060602", , , , , , , , , , , , 
"US-Ne2", "25168", "GRP_LAI", "LAI", , "3.67849", , , , "20060724", , , , , , , , , , , , 
"US-Ne2", "25169", "GRP_LAI", "LAI", , "5.01522", , , , "20060809", , , , , , , , , , , , 
"US-Ne2", "25174", "GRP_LAI", "LAI", , "5.31653", , , , "20030806", , , , , , , , , , , , 
"US-Ne2", "25186", "GRP_LAI", "LAI", , "5.86785", , , , "20010809", , , , , , , , , , , , 
"US-Ne2", "25187", "GRP_LAI", "LAI", , "0.11096", , , , "20020611", , , , , , , , , , , , 
"US-Ne2", "25299", "GRP_LAI", "LAI", , "1.2089", , , , "20060707", , , , , , , , , , , , 
"US-Ne2", "25305", "GRP_LAI", "LAI", , "5.52805", , , , "20030725", , , , , , , , , , , , 
"US-Ne2", "25306", "GRP_LAI", "LAI", , "2.70311", , , , "20050623", , , , , , , , , , , , 
"US-Ne2", "25314", "GRP_LAI", "LAI", , "4.7252", , , , "20070820", , , , , , , , , , , , 
"US-Ne2", "25315", "GRP_LAI", "LAI", , "0.135436", , , , "20070927", , , , , , , , , , , , 
"US-Ne2", "25423", "GRP_LAI", "LAI", , "0.150057", , , , "20060612", , , , , , , , , , , , 
"US-Ne2", "25440", "GRP_LAI", "LAI", , "1.90678", , , , "20020710", , , , , , , , , , , , 
"US-Ne2", "25576", "GRP_LAI", "LAI", , "0.31544", , , , "20010613", , , , , , , , , , , , 
"US-Ne2", "25577", "GRP_LAI", "LAI", , "1.02502", , , , "20010621", , , , , , , , , , , , 
"US-Ne2", "25578", "GRP_LAI", "LAI", , "5.44315", , , , "20030716", , , , , , , , , , , , 
"US-Ne2", "25677", "GRP_LAI", "LAI", , "4.96215", , , , "20070710", , , , , , , , , , , , 
"US-Ne2", "25678", "GRP_LAI", "LAI", , "5.38302", , , , "20070725", , , , , , , , , , , , 
"US-Ne2", "25680", "GRP_LAI", "LAI", , "5.27396", , , , "20010709", , , , , , , , , , , , 
"US-Ne2", "25681", "GRP_LAI", "LAI", , "6.07038", , , , "20010720", , , , , , , , , , , , 
"US-Ne2", "25682", "GRP_LAI", "LAI", , "5.51353", , , , "20020806", , , , , , , , , , , , 
"US-Ne2", "25795", "GRP_LAI", "LAI", , "0.0890855", , , , "20040624", , , , , , , , , , , , 
"US-Ne2", "25796", "GRP_LAI", "LAI", , "0.846206", , , , "20050613", , , , , , , , , , , , 
"US-Ne2", "25797", "GRP_LAI", "LAI", , "4.52538", , , , "20050804", , , , , , , , , , , , 
"US-Ne2", "25798", "GRP_LAI", "LAI", , "3.81424", , , , "20050901", , , , , , , , , , , , 
"US-Ne2", "25809", "GRP_LAI", "LAI", , "4.65184", , , , "20070628", , , , , , , , , , , , 
"US-Ne2", "25810", "GRP_LAI", "LAI", , "5.66873", , , , "20070807", , , , , , , , , , , , 
"US-Ne2", "25813", "GRP_LAI", "LAI", , "2.6713", , , , "20010629", , , , , , , , , , , , 
"US-Ne2", "25814", "GRP_LAI", "LAI", , "6.07975", , , , "20010713", , , , , , , , , , , , 
"US-Ne2", "25815", "GRP_LAI", "LAI", , "3.86329", , , , "20020724", , , , , , , , , , , , 
"US-Ne2", "25816", "GRP_LAI", "LAI", , "3.25249", , , , "20020910", , , , , , , , , , , , 
"US-Ne2", "25926", "GRP_LAI", "LAI", , "0.377178", , , , "20060620", , , , , , , , , , , , 
"US-Ne2", "25927", "GRP_LAI", "LAI", , "0.0879814", , , , "20060920", , , , , , , , , , , , 
