"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "BIOMASS_N", "BIOMASS_N_SPATIAL_VARIABILITY", "BIOMASS_ORGAN", "BIOMASS_PHEN", "BIOMASS_SPP", "BIOMASS_COMMENT", "BIOMASS_C", "BIOMASS_DATE", "BIOMASS_CN_RATIO", 
"US-Shd", "28240", "GRP_BIOMASS_CHEM", "0.104", , "Total", "Mixed/unknown", "(All)", , , "19980202", , 
"US-Shd", "28241", "GRP_BIOMASS_CHEM", "0.103", , "Total", "Mixed/unknown", "(All)", , , "19980318", , 
"US-Shd", "28242", "GRP_BIOMASS_CHEM", "0.238", , "Total", "Mixed/unknown", "(All)", , , "19980331", , 
"US-Shd", "28245", "GRP_BIOMASS_CHEM", "0.0877", , "Total", "Mixed/unknown", "(All)", , , "20000329", , 
"US-Shd", "28246", "GRP_BIOMASS_CHEM", "0.4963", , "Total", "Mixed/unknown", "(All)", , , "20000413", , 
"US-Shd", "28247", "GRP_BIOMASS_CHEM", "0.274", , "Total", "Mixed/unknown", "(All)", , , "20000525", , 
"US-Shd", "28249", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.369", "20000327", , 
"US-Shd", "28250", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.726", "20000329", , 
"US-Shd", "28251", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.842", "20000427", , 
"US-Shd", "28439", "GRP_BIOMASS_CHEM", "0.259", , "Total", "Mixed/unknown", "(All)", , , "19980429", , 
"US-Shd", "28440", "GRP_BIOMASS_CHEM", "0.0658", , "Total", "Mixed/unknown", "(All)", , , "20000327", , 
"US-Shd", "28441", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.43", "19991022", , 
"US-Shd", "28442", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.82", "19991022", , 
"US-Shd", "28443", "GRP_BIOMASS_CHEM", "0.073", , "Total", "Mixed/unknown", "(All)", , , "19991105", , 
"US-Shd", "28444", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.628", "19990827", , 
"US-Shd", "28445", "GRP_BIOMASS_CHEM", "0.05963", , "Total", "Mixed/unknown", "(All)", , , "19990827", , 
"US-Shd", "28446", "GRP_BIOMASS_CHEM", "0.27", , "Total", "Mixed/unknown", "(All)", , , "19980429", , 
"US-Shd", "28448", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "6.1305", "19980624", , 
"US-Shd", "28452", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.016", "19980723", , 
"US-Shd", "28459", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.313", "19980219", , 
"US-Shd", "28460", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.349", "19980302", , 
"US-Shd", "28469", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.571", "19990322", , 
"US-Shd", "28470", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "1.485", "19990406", , 
"US-Shd", "28480", "GRP_BIOMASS_CHEM", "0.062", , "Total", "Mixed/unknown", "(All)", , , "19980219", , 
"US-Shd", "28951", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.324", "19981030", , 
"US-Shd", "28952", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.528", "19980108", , 
"US-Shd", "28953", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.446", "19980202", , 
"US-Shd", "28959", "GRP_BIOMASS_CHEM", "0.271", , "Total", "Mixed/unknown", "(All)", , , "19970429", , 
"US-Shd", "28960", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.167", "19970305", , 
"US-Shd", "28961", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.325", "19970512", , 
"US-Shd", "28962", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.239", "19960906", , 
"US-Shd", "28967", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "0.8483", "19990406", , 
"US-Shd", "28974", "GRP_BIOMASS_CHEM", "0.053", , "Total", "Mixed/unknown", "(All)", , , "19980108", , 
"US-Shd", "28977", "GRP_BIOMASS_CHEM", "0.3518", , "Total", "Mixed/unknown", "(All)", , , "20000323", , 
"US-Shd", "28978", "GRP_BIOMASS_CHEM", "0.1274", , "Total", "Mixed/unknown", "(All)", , , "20000608", , 
"US-Shd", "28979", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.876", "20000323", , 
"US-Shd", "29072", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "0.4944", "19990406", , 
"US-Shd", "29078", "GRP_BIOMASS_CHEM", "0.462", , "Total", "Mixed/unknown", "(All)", , , "19980331", , 
"US-Shd", "29082", "GRP_BIOMASS_CHEM", "0.2133", , "Total", "Mixed/unknown", "(All)", , , "20000216", , 
"US-Shd", "29083", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.038", "20000327", , 
"US-Shd", "29084", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.202", "20000327", , 
"US-Shd", "29085", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "5.906", "20000413", , 
"US-Shd", "29429", "GRP_BIOMASS_CHEM", "0.152", , "Total", "Mixed/unknown", "(All)", , , "19970305", , 
"US-Shd", "29430", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.299", "19970527", , 
"US-Shd", "29431", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.317", "19970707", , 
"US-Shd", "29434", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "3.6825", "19990330", , 
"US-Shd", "29435", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.1525", "19990330", , 
"US-Shd", "29436", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", , "4.531", "19990421", , 
"US-Shd", "29440", "GRP_BIOMASS_CHEM", "0.122", , "Total", "Mixed/unknown", "(All)", , , "19980318", , 
"US-Shd", "29443", "GRP_BIOMASS_CHEM", "0.534", , "Total", "Mixed/unknown", "(All)", , , "20000413", , 
"US-Shd", "29444", "GRP_BIOMASS_CHEM", "0.191", , "Total", "Mixed/unknown", "(All)", , , "20000525", , 
"US-Slt", "27477", "GRP_BIOMASS_CHEM", "0.196", "0.018", "Total", "Mixed/unknown", "QUPR (NRCS plant code)", "Ash-free dry weight basis", , "20060715", , 
"US-Slt", "28081", "GRP_BIOMASS_CHEM", "0.186", "0.025", "Total", "Mixed/unknown", "QUCO (NRCS plant code)", "Ash-free dry weight basis", , "20060715", , 
"US-Slt", "28800", "GRP_BIOMASS_CHEM", "0.215", "0.016", "Total", "Mixed/unknown", "QUVE (NRCS plant code)", "Ash-free dry weight basis", , "20060715", , 
"US-SO2", "24355", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(Unknown)", "Line wood C:N ratio 181.9 kgC/kgN", , , "181.9", 
"US-SO2", "25137", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(Unknown)", "C:N ratio of leaves 61.75 kgC/kgN", , , "61.75", 
"US-SO3", "28817", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", "Line wood C:N ratio 181.9 kgC/kgN", , , "181.9", 
"US-SO3", "29046", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", "C:N ratio of leaves 61.75 kgC/kgN", , , "61.75", 
"US-SO4", "29163", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", "C:N ratio of leaves 61.75 kgC/kgN", , , "61.75", 
"US-SO4", "29164", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", "Line wood C:N ratio 181.9 kgC/kgN", , , "181.9", 
"US-SP1", "29204", "GRP_BIOMASS_CHEM", "0.11", , "Total", "Mixed/unknown", "(All)", , , , , 
"US-SP2", "27620", "GRP_BIOMASS_CHEM", "0.095", , "Total", "Mixed/unknown", "(All)", , , , , 
"US-SP3", "27075", "GRP_BIOMASS_CHEM", "0.095", , "Total", "Mixed/unknown", "(All)", , , , , 
"US-Syv", "26727", "GRP_BIOMASS_CHEM", "0.1793", , "Total", "Mixed/unknown", "ACSA3 (NRCS plant code)", "ACSA3,Maple", , , , 
"US-Syv", "28201", "GRP_BIOMASS_CHEM", "0.2083", , "Total", "Mixed/unknown", "(All)", "Lower Canopy", , , , 
"US-Syv", "28296", "GRP_BIOMASS_CHEM", "0.204", , "Total", "Mixed/unknown", "(All)", "Upper Canopy", , , , 
"US-Syv", "29025", "GRP_BIOMASS_CHEM", "0.2519", , "Total", "Mixed/unknown", "BEAL2 (NRCS plant code)", "BEAL2, Birch", , , , 
"US-Syv", "29484", "GRP_BIOMASS_CHEM", "0.2083", , "Total", "Mixed/unknown", "TSCA (NRCS plant code)", "TSCA, Hemlock", , , , 
"US-Syv", "29485", "GRP_BIOMASS_CHEM", "0.192", , "Total", "Mixed/unknown", "(All)", "Mid-canopy", , , , 
"US-UMB", "23698", "GRP_BIOMASS_CHEM", "0.126", , "Total", "Mixed/unknown", "PIST (NRCS plant code)", , "5.068", "19980720", , 
"US-UMB", "23830", "GRP_BIOMASS_CHEM", "0.167", , "Total", "Mixed/unknown", "ACRU (NRCS plant code)", , "4.994", "19980720", , 
"US-UMB", "23831", "GRP_BIOMASS_CHEM", "0.015", , "Total", "Mixed/unknown", "ACRU (NRCS plant code)", "sapwood only", "4.935", "19990925", , 
"US-UMB", "23832", "GRP_BIOMASS_CHEM", "0.015", , "Total", "Mixed/unknown", "POGR4 (NRCS plant code)", "sapwood only", "4.914", "19990925", , 
"US-UMB", "23961", "GRP_BIOMASS_CHEM", "0.15", , "Total", "Mixed/unknown", "ACRU (NRCS plant code)", , "4.911", "19990624", , 
"US-UMB", "23962", "GRP_BIOMASS_CHEM", "0.131", , "Total", "Mixed/unknown", "PIST (NRCS plant code)", , "5.058", "19990624", , 
"US-UMB", "24068", "GRP_BIOMASS_CHEM", "0.021", , "Total", "Mixed/unknown", "QURU (NRCS plant code)", "sapwood only", "4.877", "19990925", , 
"US-UMB", "24218", "GRP_BIOMASS_CHEM", "0.204", , "Total", "Mixed/unknown", "QURU (NRCS plant code)", , "4.855", "19990624", , 
"US-UMB", "24219", "GRP_BIOMASS_CHEM", "0.151", , "Total", "Mixed/unknown", "ACRU (NRCS plant code)", , "4.611", "20010625", , 
"US-UMB", "24222", "GRP_BIOMASS_CHEM", "0.007", , "Total", "Mixed/unknown", "POGR4 (NRCS plant code)", "Includes bark, sapwood and heartwood", "4.848", "20001206", , 
"US-UMB", "24333", "GRP_BIOMASS_CHEM", "0.006", , "Total", "Mixed/unknown", "PIST (NRCS plant code)", "Includes bark, sapwood and heartwood", "5.054", "20001206", , 
"US-UMB", "24466", "GRP_BIOMASS_CHEM", "0.185", , "Total", "Mixed/unknown", "BEPA (NRCS plant code)", , "4.839", "19990624", , 
"US-UMB", "24467", "GRP_BIOMASS_CHEM", "0.245", , "Total", "Mixed/unknown", "POGR4 (NRCS plant code)", , "5.053", "19990624", , 
"US-UMB", "24469", "GRP_BIOMASS_CHEM", "0.007", , "Total", "Mixed/unknown", "ACRU (NRCS plant code)", "Includes bark, sapwood and heartwood", "4.8", "20001206", , 
"US-UMB", "24596", "GRP_BIOMASS_CHEM", "0.099", , "Total", "Mixed/unknown", "PIST (NRCS plant code)", , "4.629", "20010625", , 
"US-UMB", "24719", "GRP_BIOMASS_CHEM", "0.24", , "Total", "Mixed/unknown", "POGR4 (NRCS plant code)", , "5.057", "19980720", , 
"US-UMB", "24720", "GRP_BIOMASS_CHEM", "0.208", , "Total", "Mixed/unknown", "QURU (NRCS plant code)", , "4.879", "19980720", , 
"US-UMB", "24857", "GRP_BIOMASS_CHEM", "0.006", , "Total", "Mixed/unknown", "BEPA (NRCS plant code)", "Includes bark, sapwood and heartwood", "4.942", "20001206", , 
"US-UMB", "24979", "GRP_BIOMASS_CHEM", "0.168", , "Total", "Mixed/unknown", "BEPA (NRCS plant code)", , "4.489", "20010625", , 
"US-UMB", "24980", "GRP_BIOMASS_CHEM", "0.213", , "Total", "Mixed/unknown", "POGR4 (NRCS plant code)", , "4.726", "20010625", , 
"US-UMB", "24981", "GRP_BIOMASS_CHEM", "0.007", , "Total", "Mixed/unknown", "QURU (NRCS plant code)", "Includes bark, sapwood and heartwood", "4.861", "20001206", , 
"US-WCr", "26749", "GRP_BIOMASS_CHEM", "0.229", , "Total", "Mixed/unknown", "TIAM (NRCS plant code)", "(American Basswood); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "26895", "GRP_BIOMASS_CHEM", "0.119", , "Total", "Mixed/unknown", "ACRU (NRCS plant code)", "(Red Maple); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "26896", "GRP_BIOMASS_CHEM", "0.194", , "Total", "Mixed/unknown", "OSVI (NRCS plant code)", "(Hophornbeam); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "27042", "GRP_BIOMASS_CHEM", "0.184", , "Total", "Mixed/unknown", "ACSA3 (NRCS plant code)", "(Sugar Maple); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "28313", "GRP_BIOMASS_CHEM", "0.209", , "Total", "Mixed/unknown", "POTR5 (NRCS plant code)", "(Quaking Aspen); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "28314", "GRP_BIOMASS_CHEM", , , "Total", "Mixed/unknown", "(All)", "Paul Bolstad, from Willow Creek", "4.74", , , 
"US-WCr", "28558", "GRP_BIOMASS_CHEM", "0.221", , "Total", "Mixed/unknown", "QURU (NRCS plant code)", "(Northern Red Oak); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "29507", "GRP_BIOMASS_CHEM", "0.245", , "Total", "Mixed/unknown", "FRPE (NRCS plant code)", "(Green Ash); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-WCr", "29508", "GRP_BIOMASS_CHEM", "0.101", , "Total", "Mixed/unknown", "ABBA (NRCS plant code)", "(Balsam Fir); Paul. Bolstad, 126 leaf samples, taken at Willow Creek", , "2000", , 
"US-Wrc", "29065", "GRP_BIOMASS_CHEM", "0.122", , "Total", "Mixed/unknown", "(All)", , , , , 
