"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "AG_BIOMASS_OTHER", "AG_BIOMASS_OTHER_ORGAN", "AG_BIOMASS_OTHER_PHEN", "AG_BIOMASS_OTHER_UNIT", "AG_BIOMASS_COMMENT", "AG_BIOMASS_DATE", "AG_BIOMASS_APPROACH", "AG_BIOMASS_OTHER_SPATIAL_VARIABILITY", "AG_BIOMASS_OTHER_SPATIAL_REP_NUMBER", "AG_BIOMASS_DATE_UNC", 
"US-UMB", "18461", "GRP_AG_BIOMASS_OTHER", "116.9", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20111020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "23.68", "16", "20", 
"US-UMB", "18468", "GRP_AG_BIOMASS_OTHER", "119.1", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20121020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "22.3", "16", "20", 
"US-UMB", "18475", "GRP_AG_BIOMASS_OTHER", "114.7", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20131020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "23.8", "16", "20", 
"US-UMB", "18513", "GRP_AG_BIOMASS_OTHER", "133.9", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20031020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.  Twenty new 0.08 ha plots added to existing plots.    AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "28", "31", "20", 
"US-UMB", "18521", "GRP_AG_BIOMASS_OTHER", "115.3", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20041020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "24.6", "50", "20", 
"US-UMB", "18529", "GRP_AG_BIOMASS_OTHER", "126.1", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20051020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "26.8", "51", "20", 
"US-UMB", "18532", "GRP_AG_BIOMASS_OTHER", "114.2", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20081020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "23.9", "15", "20", 
"US-UMB", "18540", "GRP_AG_BIOMASS_OTHER", "126.6", "Foliage", "Senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20091020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "17.4", "15", "20", 
"US-UMB", "18548", "GRP_AG_BIOMASS_OTHER", "113.6", "Foliage", "Senescent", "gC m-2", "Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20011020 ± 20 d", "20100721", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "23.9", "13", "28", 
"US-UMd", "18602", "GRP_AG_BIOMASS_OTHER", "106.54", "foliage", "senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20111020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on ~25% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "17.1", "12", "20", 
"US-UMd", "18611", "GRP_AG_BIOMASS_OTHER", "113.7", "foliage", "senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20121020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "13.5", "12", "20", 
"US-UMd", "18620", "GRP_AG_BIOMASS_OTHER", "98", "foliage", "senescent", "gC m-2", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20131020", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "13.5", "12", "20", 
"US-UMd", "18623", "GRP_AG_BIOMASS_OTHER", "123.9", "foliage", "senescent", "gC m-2", "Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20091020", "AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "26.7", "12", "20", 
"US-UMd", "18644", "GRP_AG_BIOMASS_OTHER", "106.7", "foliage", "senescent", "gC m-2", "Litter traps are .264 m^2 with one - 3 traps in each of 21 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20011020 ± 20 d", "20060714", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "21", "22", "28", 
"US-UMd", "18655", "GRP_AG_BIOMASS_OTHER", "90", "foliage", "senescent", "gC m-2", "Many of the Populus and all of the Betula trees girdled in 2008 had died by the 2010 census. Litter traps are .264 m^2 with one trap in each of 21 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20101020 ± 20 d", "20100714", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "13.6", "12", "28", 
"US-UMd", "18670", "GRP_AG_BIOMASS_OTHER", "118.7", "foliage", "senescent", "gC m-2", "Litter traps are .264 m^2 with 1 - 3 traps in each of 22 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20071020", "AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "25.7", "23", "20", 
"US-UMd", "18678", "GRP_AG_BIOMASS_OTHER", "118", "foliage", "senescent", "gC m-2", "Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "20081020", "AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "21.3", "12", "20", 
"US-WCr", "23766", "GRP_AG_BIOMASS_OTHER", "10.29", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-Wi3", "23897", "GRP_AG_BIOMASS_OTHER", "22", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
"US-Wi4", "24148", "GRP_AG_BIOMASS_OTHER", "12", "Total", "Mixed/unknown", "kgDM m-2", "(range 11.5-12.5) 2003: 11.5    2005: 12.5", , , , , , 
"US-Wkg", "24794", "GRP_AG_BIOMASS_OTHER", "0.1", "Total", "Mixed/unknown", "kgDM m-2", "Russ Scott:
From Nouvellon, Remote Sensing Env., 78, 1313-149, 2001", , , , , , 
"US-Wrc", "24535", "GRP_AG_BIOMASS_OTHER", "39.8", "Total", "Mixed/unknown", "kgDM m-2", , , , , , , 
